Subset index,Custom Score,Precision,Accuracy,Recall
480,1070.0,0.7575757575757576,0.594,0.2952755905511811
479,1110.0,0.7575757575757576,0.594,0.2952755905511811
224,1110.0,0.7575757575757576,0.594,0.2952755905511811
356,1025.0,0.7552083333333334,0.59,0.2854330708661417
100,1065.0,0.7552083333333334,0.59,0.2854330708661417
355,1065.0,0.7552083333333334,0.59,0.2854330708661417
236,1025.0,0.7537688442211056,0.593,0.2952755905511811
116,1065.0,0.7537688442211056,0.593,0.2952755905511811
491,1025.0,0.7537688442211056,0.593,0.2952755905511811
492,985.0,0.7537688442211056,0.593,0.2952755905511811
371,1065.0,0.7537688442211056,0.593,0.2952755905511811
372,1025.0,0.7537688442211056,0.593,0.2952755905511811
483,1055.0,0.7525252525252525,0.592,0.2933070866141732
228,1055.0,0.7525252525252525,0.592,0.2933070866141732
484,1015.0,0.7525252525252525,0.592,0.2933070866141732
302,1005.0,0.751269035532995,0.591,0.29133858267716534
46,1045.0,0.751269035532995,0.591,0.29133858267716534
301,1045.0,0.751269035532995,0.591,0.29133858267716534
347,985.0,0.75,0.586,0.27755905511811024
92,985.0,0.75,0.586,0.27755905511811024
348,945.0,0.75,0.586,0.27755905511811024
170,1050.0,0.7487437185929648,0.591,0.2933070866141732
251,1010.0,0.7487437185929648,0.591,0.2933070866141732
426,1010.0,0.7487437185929648,0.591,0.2933070866141732
174,1010.0,0.7487437185929648,0.591,0.2933070866141732
189,1010.0,0.7487437185929648,0.591,0.2933070866141732
425,1050.0,0.7487437185929648,0.591,0.2933070866141732
429,1010.0,0.7487437185929648,0.591,0.2933070866141732
430,970.0,0.7487437185929648,0.591,0.2933070866141732
433,1030.0,0.7461928934010152,0.589,0.28937007874015747
178,1030.0,0.7461928934010152,0.589,0.28937007874015747
434,990.0,0.7461928934010152,0.589,0.28937007874015747
363,1005.0,0.7461139896373057,0.587,0.28346456692913385
364,965.0,0.7461139896373057,0.587,0.28346456692913385
108,1005.0,0.7461139896373057,0.587,0.28346456692913385
123,1035.0,0.7437185929648241,0.589,0.29133858267716534
500,955.0,0.7437185929648241,0.589,0.29133858267716534
60,1035.0,0.7437185929648241,0.589,0.29133858267716534
247,1035.0,0.7437185929648241,0.589,0.29133858267716534
315,1035.0,0.7437185929648241,0.589,0.29133858267716534
316,995.0,0.7437185929648241,0.589,0.29133858267716534
499,995.0,0.7437185929648241,0.589,0.29133858267716534
244,995.0,0.7437185929648241,0.589,0.29133858267716534
488,985.0,0.7424242424242424,0.588,0.28937007874015747
487,1025.0,0.7424242424242424,0.588,0.28937007874015747
232,1025.0,0.7424242424242424,0.588,0.28937007874015747
253,925.0,0.7397959183673469,0.586,0.2854330708661417
252,940.0,0.7386934673366834,0.587,0.28937007874015747
443,980.0,0.7386934673366834,0.587,0.28937007874015747
444,940.0,0.7386934673366834,0.587,0.28937007874015747
439,1020.0,0.7386934673366834,0.587,0.28937007874015747
440,980.0,0.7386934673366834,0.587,0.28937007874015747
419,1060.0,0.7386934673366834,0.587,0.28937007874015747
420,1020.0,0.7386934673366834,0.587,0.28937007874015747
235,1020.0,0.7386934673366834,0.587,0.28937007874015747
164,1060.0,0.7386934673366834,0.587,0.28937007874015747
188,980.0,0.7386934673366834,0.587,0.28937007874015747
169,1060.0,0.7386934673366834,0.587,0.28937007874015747
185,1020.0,0.7386934673366834,0.587,0.28937007874015747
184,1020.0,0.7386934673366834,0.587,0.28937007874015747
507,940.0,0.7386934673366834,0.587,0.28937007874015747
508,900.0,0.7386934673366834,0.587,0.28937007874015747
62,970.0,0.7373737373737373,0.586,0.2874015748031496
317,970.0,0.7373737373737373,0.586,0.2874015748031496
318,930.0,0.7373737373737373,0.586,0.2874015748031496
493,930.0,0.7373737373737373,0.586,0.2874015748031496
494,890.0,0.7373737373737373,0.586,0.2874015748031496
238,930.0,0.7373737373737373,0.586,0.2874015748031496
61,1005.0,0.7336683417085427,0.585,0.2874015748031496
231,1045.0,0.7336683417085427,0.585,0.2874015748031496
445,925.0,0.7336683417085427,0.585,0.2874015748031496
496,965.0,0.7336683417085427,0.585,0.2874015748031496
190,925.0,0.7336683417085427,0.585,0.2874015748031496
436,965.0,0.7336683417085427,0.585,0.2874015748031496
435,1005.0,0.7336683417085427,0.585,0.2874015748031496
422,965.0,0.7336683417085427,0.585,0.2874015748031496
397,1005.0,0.7336683417085427,0.585,0.2874015748031496
394,1005.0,0.7336683417085427,0.585,0.2874015748031496
393,1045.0,0.7336683417085427,0.585,0.2874015748031496
421,1005.0,0.7336683417085427,0.585,0.2874015748031496
398,965.0,0.7336683417085427,0.585,0.2874015748031496
432,1005.0,0.7336683417085427,0.585,0.2874015748031496
431,1045.0,0.7336683417085427,0.585,0.2874015748031496
380,925.0,0.7336683417085427,0.585,0.2874015748031496
379,965.0,0.7336683417085427,0.585,0.2874015748031496
367,1045.0,0.7336683417085427,0.585,0.2874015748031496
368,1005.0,0.7336683417085427,0.585,0.2874015748031496
307,1045.0,0.7336683417085427,0.585,0.2874015748031496
52,1045.0,0.7336683417085427,0.585,0.2874015748031496
124,965.0,0.7336683417085427,0.585,0.2874015748031496
308,1005.0,0.7336683417085427,0.585,0.2874015748031496
112,1045.0,0.7336683417085427,0.585,0.2874015748031496
176,1045.0,0.7336683417085427,0.585,0.2874015748031496
180,1005.0,0.7336683417085427,0.585,0.2874015748031496
182,965.0,0.7336683417085427,0.585,0.2874015748031496
166,1005.0,0.7336683417085427,0.585,0.2874015748031496
142,1005.0,0.7336683417085427,0.585,0.2874015748031496
437,965.0,0.7336683417085427,0.585,0.2874015748031496
438,925.0,0.7336683417085427,0.585,0.2874015748031496
138,1045.0,0.7336683417085427,0.585,0.2874015748031496
495,1005.0,0.7336683417085427,0.585,0.2874015748031496
446,885.0,0.7336683417085427,0.585,0.2874015748031496
240,1005.0,0.7336683417085427,0.585,0.2874015748031496
216,980.0,0.7333333333333333,0.583,0.281496062992126
471,980.0,0.7333333333333333,0.583,0.281496062992126
472,940.0,0.7333333333333333,0.583,0.281496062992126
310,920.0,0.7305699481865285,0.581,0.27755905511811024
54,960.0,0.7305699481865285,0.581,0.27755905511811024
309,960.0,0.7305699481865285,0.581,0.27755905511811024
473,895.0,0.7301587301587301,0.579,0.27165354330708663
474,855.0,0.7301587301587301,0.579,0.27165354330708663
218,895.0,0.7301587301587301,0.579,0.27165354330708663
414,895.0,0.7295918367346939,0.582,0.281496062992126
158,935.0,0.7295918367346939,0.582,0.281496062992126
413,935.0,0.7295918367346939,0.582,0.281496062992126
177,965.0,0.7287234042553191,0.578,0.26968503937007876
476,910.0,0.7286432160804021,0.583,0.2854330708661417
441,950.0,0.7286432160804021,0.583,0.2854330708661417
475,950.0,0.7286432160804021,0.583,0.2854330708661417
306,990.0,0.7286432160804021,0.583,0.2854330708661417
154,990.0,0.7286432160804021,0.583,0.2854330708661417
181,990.0,0.7286432160804021,0.583,0.2854330708661417
292,1030.0,0.7286432160804021,0.583,0.2854330708661417
243,990.0,0.7286432160804021,0.583,0.2854330708661417
125,950.0,0.7286432160804021,0.583,0.2854330708661417
50,1030.0,0.7286432160804021,0.583,0.2854330708661417
305,1030.0,0.7286432160804021,0.583,0.2854330708661417
410,950.0,0.7286432160804021,0.583,0.2854330708661417
418,990.0,0.7286432160804021,0.583,0.2854330708661417
417,1030.0,0.7286432160804021,0.583,0.2854330708661417
409,990.0,0.7286432160804021,0.583,0.2854330708661417
498,910.0,0.7286432160804021,0.583,0.2854330708661417
504,910.0,0.7286432160804021,0.583,0.2854330708661417
503,950.0,0.7286432160804021,0.583,0.2854330708661417
36,1070.0,0.7286432160804021,0.583,0.2854330708661417
510,830.0,0.7286432160804021,0.583,0.2854330708661417
497,950.0,0.7286432160804021,0.583,0.2854330708661417
186,950.0,0.7286432160804021,0.583,0.2854330708661417
509,870.0,0.7286432160804021,0.583,0.2854330708661417
442,910.0,0.7286432160804021,0.583,0.2854330708661417
220,950.0,0.7286432160804021,0.583,0.2854330708661417
291,1070.0,0.7286432160804021,0.583,0.2854330708661417
242,950.0,0.7286432160804021,0.583,0.2854330708661417
248,950.0,0.7286432160804021,0.583,0.2854330708661417
162,1030.0,0.7286432160804021,0.583,0.2854330708661417
254,870.0,0.7286432160804021,0.583,0.2854330708661417
45,1005.0,0.7282051282051282,0.581,0.2795275590551181
328,1020.0,0.7272727272727273,0.582,0.28346456692913385
332,980.0,0.7272727272727273,0.582,0.28346456692913385
358,940.0,0.7272727272727273,0.582,0.28346456692913385
102,980.0,0.7272727272727273,0.582,0.28346456692913385
331,1020.0,0.7272727272727273,0.582,0.28346456692913385
76,1020.0,0.7272727272727273,0.582,0.28346456692913385
357,980.0,0.7272727272727273,0.582,0.28346456692913385
327,1060.0,0.7272727272727273,0.582,0.28346456692913385
486,900.0,0.7272727272727273,0.582,0.28346456692913385
173,980.0,0.7272727272727273,0.582,0.28346456692913385
72,1060.0,0.7272727272727273,0.582,0.28346456692913385
485,940.0,0.7272727272727273,0.582,0.28346456692913385
230,940.0,0.7272727272727273,0.582,0.28346456692913385
160,1050.0,0.7258883248730964,0.581,0.281496062992126
416,1010.0,0.7258883248730964,0.581,0.281496062992126
415,1050.0,0.7258883248730964,0.581,0.281496062992126
175,1025.0,0.7253886010362695,0.579,0.2755905511811024
297,1015.0,0.7236180904522613,0.581,0.28346456692913385
343,1015.0,0.7236180904522613,0.581,0.28346456692913385
344,975.0,0.7236180904522613,0.581,0.28346456692913385
359,1015.0,0.7236180904522613,0.581,0.28346456692913385
30,975.0,0.7236180904522613,0.581,0.28346456692913385
360,975.0,0.7236180904522613,0.581,0.28346456692913385
489,935.0,0.7236180904522613,0.581,0.28346456692913385
490,895.0,0.7236180904522613,0.581,0.28346456692913385
104,1015.0,0.7236180904522613,0.581,0.28346456692913385
75,1055.0,0.7236180904522613,0.581,0.28346456692913385
428,935.0,0.7236180904522613,0.581,0.28346456692913385
423,1015.0,0.7236180904522613,0.581,0.28346456692913385
57,1015.0,0.7236180904522613,0.581,0.28346456692913385
88,1015.0,0.7236180904522613,0.581,0.28346456692913385
424,975.0,0.7236180904522613,0.581,0.28346456692913385
427,975.0,0.7236180904522613,0.581,0.28346456692913385
298,975.0,0.7236180904522613,0.581,0.28346456692913385
168,1015.0,0.7236180904522613,0.581,0.28346456692913385
290,1015.0,0.7236180904522613,0.581,0.28346456692913385
289,1055.0,0.7236180904522613,0.581,0.28346456692913385
249,935.0,0.7236180904522613,0.581,0.28346456692913385
234,935.0,0.7236180904522613,0.581,0.28346456692913385
237,935.0,0.7236180904522613,0.581,0.28346456692913385
286,935.0,0.7236180904522613,0.581,0.28346456692913385
285,975.0,0.7236180904522613,0.581,0.28346456692913385
42,1015.0,0.7236180904522613,0.581,0.28346456692913385
172,975.0,0.7236180904522613,0.581,0.28346456692913385
459,975.0,0.7236180904522613,0.581,0.28346456692913385
204,975.0,0.7236180904522613,0.581,0.28346456692913385
34,1055.0,0.7236180904522613,0.581,0.28346456692913385
460,935.0,0.7236180904522613,0.581,0.28346456692913385
10,1045.0,0.7222222222222222,0.58,0.281496062992126
187,965.0,0.7222222222222222,0.58,0.281496062992126
200,1005.0,0.7222222222222222,0.58,0.281496062992126
456,965.0,0.7222222222222222,0.58,0.281496062992126
455,1005.0,0.7222222222222222,0.58,0.281496062992126
265,1045.0,0.7222222222222222,0.58,0.281496062992126
266,1005.0,0.7222222222222222,0.58,0.281496062992126
53,1005.0,0.7222222222222222,0.58,0.281496062992126
241,955.0,0.7208121827411168,0.579,0.2795275590551181
49,1035.0,0.7208121827411168,0.579,0.2795275590551181
58,945.0,0.7193877551020408,0.578,0.27755905511811024
401,985.0,0.7193877551020408,0.578,0.27755905511811024
389,985.0,0.7193877551020408,0.578,0.27755905511811024
153,985.0,0.7193877551020408,0.578,0.27755905511811024
134,985.0,0.7193877551020408,0.578,0.27755905511811024
313,945.0,0.7193877551020408,0.578,0.27755905511811024
314,905.0,0.7193877551020408,0.578,0.27755905511811024
146,985.0,0.7193877551020408,0.578,0.27755905511811024
390,945.0,0.7193877551020408,0.578,0.27755905511811024
402,945.0,0.7193877551020408,0.578,0.27755905511811024
25,1040.0,0.7185929648241206,0.579,0.281496062992126
506,840.0,0.7185929648241206,0.579,0.281496062992126
120,960.0,0.7185929648241206,0.579,0.281496062992126
114,960.0,0.7185929648241206,0.579,0.281496062992126
505,880.0,0.7185929648241206,0.579,0.281496062992126
226,960.0,0.7185929648241206,0.579,0.281496062992126
14,1000.0,0.7185929648241206,0.579,0.281496062992126
250,880.0,0.7185929648241206,0.579,0.281496062992126
482,920.0,0.7185929648241206,0.579,0.281496062992126
481,960.0,0.7185929648241206,0.579,0.281496062992126
40,1040.0,0.7185929648241206,0.579,0.281496062992126
269,1000.0,0.7185929648241206,0.579,0.281496062992126
270,960.0,0.7185929648241206,0.579,0.281496062992126
296,1000.0,0.7185929648241206,0.579,0.281496062992126
295,1040.0,0.7185929648241206,0.579,0.281496062992126
376,920.0,0.7185929648241206,0.579,0.281496062992126
375,960.0,0.7185929648241206,0.579,0.281496062992126
370,920.0,0.7185929648241206,0.579,0.281496062992126
369,960.0,0.7185929648241206,0.579,0.281496062992126
365,910.0,0.7171717171717171,0.578,0.2795275590551181
366,870.0,0.7171717171717171,0.578,0.2795275590551181
110,910.0,0.7171717171717171,0.578,0.2795275590551181
115,990.0,0.7171717171717171,0.578,0.2795275590551181
217,885.0,0.7165775401069518,0.573,0.2637795275590551
48,1020.0,0.7157360406091371,0.577,0.27755905511811024
303,1020.0,0.7157360406091371,0.577,0.27755905511811024
304,980.0,0.7157360406091371,0.577,0.27755905511811024
98,970.0,0.7142857142857143,0.576,0.2755905511811024
354,930.0,0.7142857142857143,0.576,0.2755905511811024
353,970.0,0.7142857142857143,0.576,0.2755905511811024
246,865.0,0.7135678391959799,0.577,0.2795275590551181
171,985.0,0.7135678391959799,0.577,0.2795275590551181
