Subset index,Custom Score,Precision,Accuracy,Recall
337,1095.0,0.7525252525252525,0.592,0.2933070866141732
209,1090.0,0.7487437185929648,0.591,0.2933070866141732
465,1065.0,0.7537688442211056,0.593,0.2952755905511811
325,1065.0,0.7424242424242424,0.588,0.28937007874015747
597,1065.0,0.7537688442211056,0.593,0.2952755905511811
82,1060.0,0.7386934673366834,0.587,0.28937007874015747
338,1060.0,0.7563451776649747,0.593,0.2933070866141732
210,1055.0,0.7525252525252525,0.592,0.2933070866141732
13,1055.0,0.7236180904522613,0.581,0.28346456692913385
214,1055.0,0.7704081632653061,0.598,0.297244094488189
369,1050.0,0.7487437185929648,0.591,0.2933070866141732
721,1050.0,0.7551020408163265,0.592,0.29133858267716534
342,1045.0,0.7626262626262627,0.596,0.297244094488189
74,1045.0,0.7336683417085427,0.585,0.2874015748031496
323,1045.0,0.734375,0.582,0.27755905511811024
334,1045.0,0.7760416666666666,0.598,0.2933070866141732
320,1040.0,0.7185929648241206,0.579,0.281496062992126
365,1040.0,0.7587939698492462,0.595,0.297244094488189
202,1035.0,0.7437185929648241,0.589,0.29133858267716534
330,1035.0,0.7437185929648241,0.589,0.29133858267716534
593,1030.0,0.7286432160804021,0.583,0.2854330708661417
874,1030.0,0.7688442211055276,0.599,0.30118110236220474
17,1030.0,0.7055837563451777,0.573,0.2736220472440945
361,1025.0,0.7424242424242424,0.588,0.28937007874015747
333,1025.0,0.7424242424242424,0.588,0.28937007874015747
458,1020.0,0.7563451776649747,0.593,0.2933070866141732
78,1020.0,0.7386934673366834,0.587,0.28937007874015747
586,1020.0,0.7386934673366834,0.587,0.28937007874015747
842,1020.0,0.7563451776649747,0.593,0.2933070866141732
326,1020.0,0.7386934673366834,0.587,0.28937007874015747
117,1020.0,0.7386934673366834,0.587,0.28937007874015747
602,1015.0,0.7525252525252525,0.592,0.2933070866141732
45,1015.0,0.7236180904522613,0.581,0.28346456692913385
853,1010.0,0.7487437185929648,0.591,0.2933070866141732
725,1010.0,0.7487437185929648,0.591,0.2933070866141732
362,1010.0,0.7487437185929648,0.591,0.2933070866141732
261,1010.0,0.7085427135678392,0.575,0.27755905511811024
